,SubjectID,Device,ActivityID,TrialNo,Acc,Gyr
1934,13,Wrist,5,4,"[[ 3833 -1081  -473]
 [ 3860 -1100  -524]
 [ 3890 -1107  -577]
 ...
 [ 3896  -955  -612]
 [ 3893  -953  -608]
 [ 3895  -951  -609]]","[[ -82 -337  186]
 [ -48 -345  182]
 [ -11 -348  182]
 ...
 [  35   30   32]
 [  34   30   33]
 [  30   28   32]]"
1935,14,Neck,109,2,"[[3462  228 -367]
 [3466  238 -432]
 [3463  265 -444]
 ...
 [ 708 3024 2378]
 [ 706 3023 2379]
 [ 726 3022 2358]]","[[-1523  -175   166]
 [-1523  -158   167]
 [-1525  -146   173]
 ...
 [  -44    90    -1]
 [  -49    87     1]
 [  -55    93    -4]]"
1936,2,Waist,40,1,"[[ 3805 -1470  -125]
 [ 3803 -1471  -128]
 [ 3803 -1470  -130]
 ...
 [ 3832 -1398    22]
 [ 3834 -1399    24]
 [ 3839 -1398    27]]","[[-40  -3  11]
 [-39  -3   8]
 [-39  -4   7]
 ...
 [ -1   9   2]
 [ -1   9   0]
 [ -2  11   0]]"
1937,8,Neck,135,1,"[[3846  937  202]
 [3848  938  208]
 [3846  943  211]
 ...
 [2560 1301 2641]
 [2559 1302 2640]
 [2556 1304 2637]]","[[-89  61  18]
 [-88  62  18]
 [-83  59  14]
 ...
 [-76  90  13]
 [-80  87  12]
 [-77  83  14]]"
1938,6,Wrist,11,2,"[[ 1699  3618 -1698]
 [ 1688  3598 -1696]
 [ 1678  3584 -1696]
 ...
 [ 3891   469 -1060]
 [ 3885   479 -1058]
 [ 3879   483 -1051]]","[[ 18  66 101]
 [ -5  71 100]
 [-21  82  97]
 ...
 [329  52 -65]
 [308  48 -67]
 [291  50 -72]]"
1939,11,Waist,32,2,"[[ 5989  -730  1363]
 [ 5906  -789  1407]
 [ 5796  -831  1461]
 ...
 [ 3954 -2356  1039]
 [ 3902 -2181  1030]
 [ 3866 -2042  1022]]","[[-1011   780  -312]
 [ -952   690  -302]
 [ -908   604  -289]
 ...
 [ -450  -153    95]
 [ -465  -150    81]
 [ -470  -149    67]]"
1940,15,Waist,127,2,"[[   69  3967   846]
 [   64  3961   844]
 [   57  3957   847]
 ...
 [  172   -49 -4129]
 [  177   -45 -4124]
 [  177   -51 -4125]]","[[-2 25  9]
 [-1 23 11]
 [ 1 19 10]
 ...
 [-9 15  8]
 [-7 15  6]
 [-7 12  8]]"
1941,1,Waist,128,3,"[[-298 1171 3875]
 [-299 1167 3878]
 [-294 1160 3880]
 ...
 [3901 -968 -148]
 [3912 -961  -41]
 [3945 -979   54]]","[[   10    13     3]
 [   14    15     7]
 [   10    14     6]
 ...
 [ -187  -953   272]
 [ -126 -1046   241]
 [  -80 -1115   199]]"
1942,14,Neck,22,2,"[[ 4017   318 -2901]
 [ 3732   294 -3030]
 [ 3553   278 -3101]
 ...
 [ 3081   461  -754]
 [ 3001   547  -695]
 [ 2888   655  -631]]","[[-1488  -603  -390]
 [-1542  -548  -148]
 [-1553  -501    61]
 ...
 [ -501   233  -362]
 [ -478   375  -410]
 [ -473   506  -430]]"
1943,3,Neck,18,6,"[[ -752    28  3842]
 [ -753    28  3841]
 [ -759    22  3843]
 ...
 [ 3641 -1734  -655]
 [ 3646 -1744  -648]
 [ 3652 -1746  -646]]","[[-76  90   1]
 [-74  95   0]
 [-76 102   1]
 ...
 [-18 102  13]
 [-20  97  14]
 [-25  93  16]]"
1944,12,Waist,20,2,"[[3950 -209  391]
 [3949 -171  415]
 [3958 -133  432]
 ...
 [4566   71  327]
 [4506  165  325]
 [4420  239  311]]","[[  45  136  286]
 [  31  135  292]
 [  18  133  306]
 ...
 [-867 -586 -174]
 [-876 -647 -169]
 [-888 -713 -176]]"
1945,12,Waist,126,1,"[[ -239   727 -1061]
 [ -116   766  -969]
 [   21   810  -816]
 ...
 [ 4426   158   789]
 [ 4379    15   759]
 [ 4343  -116   702]]","[[ -60 -131  216]
 [ -30 -140  158]
 [  49 -173   83]
 ...
 [ 632  -72   87]
 [ 674 -102   80]
 [ 699 -125   71]]"
1946,9,Waist,20,2,"[[3247  269  376]
 [3302  221  342]
 [3372  137  341]
 ...
 [3028  446 -548]
 [3018  471 -486]
 [3008  471 -419]]","[[-281   84  -49]
 [-266  104  -49]
 [-272  143  -42]
 ...
 [ 607  517 -651]
 [ 629  511 -634]
 [ 645  493 -606]]"
1947,14,Neck,17,3,"[[  169  -363  3901]
 [  167  -363  3900]
 [  168  -362  3906]
 ...
 [ 3038 -1674 -2236]
 [ 3053 -1683 -2235]
 [ 3062 -1690 -2249]]","[[ -59  123   19]
 [ -55  126   21]
 [ -49  135   20]
 ...
 [-101   96   27]
 [ -93   94   27]
 [ -78   94   25]]"
1948,2,Neck,103,2,"[[ 3066  -127 -3085]
 [ 3076  -131 -3076]
 [ 3081  -140 -3068]
 ...
 [  730   333 -4250]
 [  731   331 -4254]
 [  728   331 -4253]]","[[ 207 -332   -7]
 [ 209 -333  -11]
 [ 207 -341  -16]
 ...
 [ -63   83    8]
 [ -60   85    7]
 [ -63   82   12]]"
1949,2,Waist,21,3,"[[ 3494   -39 -1687]
 [ 3376    50 -1576]
 [ 3275   117 -1490]
 ...
 [ 3896    97 -1297]
 [ 3900    97 -1294]
 [ 3900    98 -1296]]","[[ -25 -530 -350]
 [ -15 -483 -375]
 [  14 -432 -398]
 ...
 [  17   16    6]
 [  17   14    2]
 [  18   11    6]]"
1950,11,Wrist,13,9,"[[ 2698  -336   287]
 [ 2730  -327   296]
 [ 2771  -326   300]
 ...
 [ 2252 -3302  -904]
 [ 2237 -3322  -883]
 [ 2224 -3333  -886]]","[[-1573  -449   143]
 [-1541  -524   156]
 [-1511  -605   176]
 ...
 [ -406     8   -80]
 [ -360     3   -66]
 [ -316     2   -56]]"
1951,4,Wrist,15,3,"[[  719  3310 -2181]
 [  721  3305 -2178]
 [  727  3302 -2178]
 ...
 [-2305  3334   542]
 [-2296  3292   547]
 [-2285  3267   561]]","[[ 50 -14  39]
 [ 53 -12  42]
 [ 51 -12  42]
 ...
 [366 -20 127]
 [385  -9 131]
 [399  -1 133]]"
1952,1,Neck,117,2,"[[4044  -35  460]
 [4028  -47  447]
 [4009  -53  431]
 ...
 [-915  177 3832]
 [-916  173 3830]
 [-917  172 3832]]","[[-106   36  -50]
 [-121   35  -55]
 [-133   36  -64]
 ...
 [ -74   71    8]
 [ -76   70    5]
 [ -75   71    2]]"
1953,1,Wrist,121,1,"[[ -842  1925   499]
 [ -823  1928   508]
 [ -823  1955   522]
 ...
 [ -246  1333 -3870]
 [ -248  1334 -3868]
 [ -249  1334 -3865]]","[[-359 -445  523]
 [-397 -508  522]
 [-433 -562  521]
 ...
 [  30   14   28]
 [  30   13   30]
 [  28   14   30]]"
1954,5,Neck,123,2,"[[ 4102 -2350 -3603]
 [ 4417 -2674 -3932]
 [ 4773 -3010 -4279]
 ...
 [ -120   -41 -4344]
 [ -117   -40 -4343]
 [ -119   -42 -4345]]","[[-1587  4601  3204]
 [-1141  4229  3444]
 [ -565  3790  3755]
 ...
 [  -72    75    13]
 [  -71    75    15]
 [  -70    73    13]]"
1955,1,Waist,121,2,"[[ 4092   486  -360]
 [ 4124   459  -370]
 [ 4166   427  -376]
 ...
 [  -56 -1387 -3941]
 [  -54 -1387 -3938]
 [  -49 -1385 -3933]]","[[-98 142  67]
 [-80 159  66]
 [-67 173  62]
 ...
 [  0   7   8]
 [  0   7   5]
 [  2  10   6]]"
1956,13,Neck,13,14,"[[ 2504   135 -1553]
 [ 2519   160 -1566]
 [ 2549   182 -1595]
 ...
 [ 3870   564   538]
 [ 3885   574   568]
 [ 3901   589   597]]","[[ -942 -2177  -276]
 [ -836 -2204  -222]
 [ -730 -2169  -164]
 ...
 [  -64    98    11]
 [  -77    93    15]
 [  -88    84    16]]"
1957,3,Neck,18,4,"[[-749 -522 3825]
 [-750 -525 3824]
 [-747 -523 3826]
 ...
 [3821 -933  596]
 [3826 -931  597]
 [3824 -934  602]]","[[-84  82   3]
 [-86  84   6]
 [-83  83  10]
 ...
 [-79  87  12]
 [-80  90   8]
 [-76  88   9]]"
1958,9,Waist,20,4,"[[4242  584 -270]
 [4009  370 -311]
 [3808  228 -342]
 ...
 [6475 1855  479]
 [5871 1848  227]
 [5323 1876  -27]]","[[ 109 -766  443]
 [ 113 -739  464]
 [  95 -716  482]
 ...
 [ 187 -608  137]
 [ 151 -643   80]
 [ 120 -660   40]]"
1959,1,Wrist,132,1,"[[3061 2606  372]
 [3065 2610  374]
 [3069 2615  377]
 ...
 [-520 1339 3910]
 [-521 1340 3909]
 [-522 1340 3910]]","[[11 37 13]
 [11 35 10]
 [ 7 33 11]
 ...
 [22 15 33]
 [25 17 33]
 [25 20 34]]"
1960,1,Neck,107,2,"[[3347 -502 -195]
 [3280 -444 -249]
 [3221 -399 -319]
 ...
 [-584  181 3873]
 [-586  185 3877]
 [-593  200 3863]]","[[457  68  -3]
 [457  64   6]
 [461  75  12]
 ...
 [-93  69  11]
 [-90  71  12]
 [-86  72  11]]"
1961,8,Neck,19,4,"[[3965  297  273]
 [3965  297  270]
 [3961  301  269]
 ...
 [2433 -162  518]
 [2460 -123  551]
 [2484  -88  588]]","[[-71  99  20]
 [-74 101  25]
 [-72  98  23]
 ...
 [-23 -73 170]
 [ 16 -76 153]
 [ 45 -83 136]]"
1962,3,Wrist,27,1,"[[3649 1616 -536]
 [3653 1616 -531]
 [3653 1609 -535]
 ...
 [3711 1485 -556]
 [3705 1484 -557]
 [3707 1482 -555]]","[[-76  27  24]
 [-80  23  27]
 [-86  19  29]
 ...
 [ -2   2  47]
 [ -6   6  49]
 [ -7   6  52]]"
1963,2,Wrist,34,2,"[[ 3668  -500  -620]
 [ 3890  -478  -651]
 [ 4146  -464  -695]
 ...
 [ 3769  -169 -1060]
 [ 3782  -186 -1048]
 [ 3805  -207 -1040]]","[[-481    3  727]
 [-465  -14  767]
 [-450  -31  813]
 ...
 [-197   43  -85]
 [-236   33  -74]
 [-280   23  -63]]"
1964,14,Wrist,3,2,"[[3918 -931 -245]
 [3919 -933 -246]
 [3926 -933 -245]
 ...
 [3930 -875 -150]
 [3933 -877 -145]
 [3929 -875 -144]]","[[51  9 31]
 [55 10 31]
 [57  8 30]
 ...
 [15 33 39]
 [ 9 30 38]
 [ 4 29 37]]"
1965,14,Neck,31,1,"[[ 3507   -19 -1262]
 [ 3628    91 -1146]
 [ 3742   203 -1024]
 ...
 [ 3942   448  -921]
 [ 3931   453  -920]
 [ 3929   458  -920]]","[[-1345   850   585]
 [-1391   911   619]
 [-1403   957   650]
 ...
 [  -59    74    10]
 [  -61    74    15]
 [  -67    81    17]]"
1966,14,Wrist,105,1,"[[ 4540 -1069    60]
 [ 4461 -1094    47]
 [ 4380 -1107    29]
 ...
 [ 3722  -704 -1459]
 [ 3722  -701 -1460]
 [ 3721  -699 -1455]]","[[-167 -365  770]
 [-122 -388  781]
 [ -70 -407  789]
 ...
 [ -10   -7    2]
 [  -8   -1    5]
 [ -12    5    5]]"
1967,11,Wrist,20,6,"[[2227   67 -807]
 [2252   29 -797]
 [2285   -3 -798]
 ...
 [2030  234 -599]
 [2056  271 -637]
 [2097  305 -675]]","[[-1423  -446   237]
 [-1454  -472   234]
 [-1475  -493   227]
 ...
 [ 1127    83  -387]
 [ 1072    52  -365]
 [  998    22  -341]]"
1968,12,Waist,104,2,"[[4080  689 -247]
 [3872  982 -170]
 [3729 1230  -67]
 ...
 [3814  -68  582]
 [3947 -249  568]
 [4038 -330  645]]","[[ 208 -536 -439]
 [ 113 -582 -441]
 [  79 -623 -442]
 ...
 [ 207  249  220]
 [ 143  244  228]
 [  98  215  236]]"
1969,13,Waist,106,3,"[[3914 -170 -220]
 [3936  -74 -187]
 [3998  -42 -222]
 ...
 [4770 -133 -143]
 [4859  171 -329]
 [5018  473 -416]]","[[ 629 -381  189]
 [ 624 -386  190]
 [ 624 -378  183]
 ...
 [ -71 -247 -438]
 [-101 -240 -378]
 [-150 -237 -301]]"
1970,12,Neck,17,4,"[[-1656  -587 -3999]
 [-1660  -584 -3992]
 [-1667  -580 -3985]
 ...
 [  785 -3243 -2651]
 [  778 -3235 -2648]
 [  772 -3227 -2649]]","[[-75  92  25]
 [-75  88  24]
 [-73  81  23]
 ...
 [-66  69  33]
 [-66  67  29]
 [-66  62  31]]"
1971,8,Neck,20,5,"[[ 3438  1268 -1358]
 [ 3444  1372 -1245]
 [ 3453  1469 -1128]
 ...
 [ 3619   917 -1723]
 [ 3596   952 -1757]
 [ 3580   992 -1762]]","[[ 384  228   72]
 [ 475  207   74]
 [ 541  168   85]
 ...
 [-353  407  289]
 [-228  441  249]
 [ -75  463  196]]"
1972,4,Waist,35,2,"[[ 5942   424 -1533]
 [ 5647   596 -1602]
 [ 5349   810 -1566]
 ...
 [ 6122 -1034    43]
 [ 5550  -595  -130]
 [ 5044  -169  -355]]","[[ -118   439    91]
 [  -97   420   114]
 [  -56   365   114]
 ...
 [ -982   130  -441]
 [-1197   316  -432]
 [-1311   524  -388]]"
1973,2,Waist,43,2,"[[ 3894   346 -1137]
 [ 3899   344 -1133]
 [ 3903   344 -1135]
 ...
 [  144   585  -687]
 [  102   472  -992]
 [   77   307 -1237]]","[[  -7   27    7]
 [  -8   28    6]
 [  -5   24    6]
 ...
 [ 554 -261  -98]
 [ 622 -258 -146]
 [ 689 -234 -211]]"
1974,11,Waist,114,2,"[[ 4065 -1017 -1882]
 [ 3889 -1315 -1789]
 [ 3684 -1230 -1658]
 ...
 [  148 -3482 -2337]
 [  141 -3483 -2329]
 [  136 -3479 -2334]]","[[400 194 261]
 [386 181 283]
 [308 157 288]
 ...
 [ 11  14   8]
 [  7  18   6]
 [  2  16   7]]"
1975,12,Waist,21,2,"[[ 4290 -1043   854]
 [ 4342  -996   896]
 [ 4373  -933   947]
 ...
 [ 4024   450   471]
 [ 4026   454   467]
 [ 4022   457   464]]","[[-462  142    2]
 [-526  121   23]
 [-589   95   39]
 ...
 [ -15   20    4]
 [ -14   17    3]
 [ -11   17    2]]"
1976,13,Wrist,27,4,"[[ 4407  -781 -1474]
 [ 4384  -795 -1479]
 [ 4347  -806 -1479]
 ...
 [ -626 -4622   161]
 [ -654 -4667   183]
 [ -675 -4725   214]]","[[ 159 -102  786]
 [ 129  -78  771]
 [  95  -61  751]
 ...
 [-333  484  189]
 [-353  490  205]
 [-372  491  220]]"
1977,14,Neck,15,1,"[[3991 -335  121]
 [3987 -337  123]
 [3987 -337  123]
 ...
 [3933 -534  351]
 [3935 -535  356]
 [3938 -536  358]]","[[-59  55   8]
 [-63  55   7]
 [-63  51   7]
 ...
 [-75  70  15]
 [-74  66  14]
 [-75  65  14]]"
1978,7,Waist,16,4,"[[ 3805   951   965]
 [ 3811   953   959]
 [ 3808   959   956]
 ...
 [  240  3429 -2185]
 [  242  3427 -2184]
 [  242  3430 -2183]]","[[-29  35   2]
 [-28  32   0]
 [-28  32   5]
 ...
 [-15  20   0]
 [-14  23   1]
 [-14  23   1]]"
1979,13,Wrist,38,1,"[[ -563 -4064   299]
 [ -576 -4069   318]
 [ -579 -4063   342]
 ...
 [ -174 -4161   398]
 [ -172 -4165   393]
 [ -166 -4167   383]]","[[  5 208  68]
 [  2 204  69]
 [  2 204  65]
 ...
 [ 14  24  53]
 [ 15  24  50]
 [ 13  22  45]]"
1980,9,Waist,23,1,"[[2675   12 -643]
 [2759  -33 -636]
 [2868  -94 -639]
 ...
 [2704  434  444]
 [2687  528  396]
 [2699  675  314]]","[[ 450  340 -264]
 [ 470  368 -218]
 [ 480  392 -175]
 ...
 [-680  234   -7]
 [-667  254  -11]
 [-639  286   -6]]"
1981,2,Wrist,128,4,"[[ 2454 -3816  -372]
 [ 2445 -3824  -437]
 [ 2480 -3946  -499]
 ...
 [ 2084 -2759  -336]
 [ 2096 -2785  -350]
 [ 2113 -2819  -361]]","[[   7   69 -415]
 [ -38   68 -459]
 [ -78   68 -512]
 ...
 [  -8  -14   75]
 [ -23  -21   90]
 [ -33  -25  106]]"
1982,3,Waist,36,1,"[[2065  798  -97]
 [2001  807 -100]
 [1949  825 -130]
 ...
 [3533 1327  508]
 [3481 1231  550]
 [3428 1133  602]]","[[1699  904  -34]
 [1668 1095   24]
 [1632 1272   80]
 ...
 [ 916 -121  -57]
 [ 932 -155  -86]
 [ 950 -179 -116]]"
1983,6,Wrist,20,6,"[[ 3393  -248 -1258]
 [ 3311  -171 -1266]
 [ 3238  -104 -1274]
 ...
 [ 4325   763 -1483]
 [ 4361   753 -1492]
 [ 4402   733 -1490]]","[[ 2711  2079  2210]
 [ 2860  2020  2239]
 [ 2984  1959  2259]
 ...
 [  875  -981 -1934]
 [  853  -967 -1915]
 [  836  -956 -1898]]"
1984,5,Wrist,133,1,"[[2169 2832 2779]
 [2111 2834 2756]
 [2077 2834 2737]
 ...
 [-643 4055 -138]
 [-644 4050 -139]
 [-648 4048 -134]]","[[ -217   138 -1472]
 [ -240   129 -1445]
 [ -263   126 -1421]
 ...
 [  -26   -18    32]
 [  -24   -13    30]
 [  -25   -12    30]]"
1985,1,Wrist,2,1,"[[ -667   605 -3968]
 [ -667   608 -3968]
 [ -668   608 -3968]
 ...
 [ -688   910 -3924]
 [ -690   915 -3929]
 [ -686   917 -3930]]","[[16  7 38]
 [14  6 39]
 [17  7 38]
 ...
 [31 28 23]
 [30 28 24]
 [28 26 25]]"
1986,13,Wrist,7,4,"[[ 3919  -848  -687]
 [ 3915  -847  -682]
 [ 3917  -845  -680]
 ...
 [ 1335 -3120 -2851]
 [ 1262 -3106 -2889]
 [ 1191 -3098 -2943]]","[[   31    39    26]
 [   33    39    25]
 [   33    41    25]
 ...
 [  638  1564 -1780]
 [  631  1560 -1788]
 [  620  1556 -1792]]"
1987,14,Waist,44,3,"[[14469 -3107  -690]
 [13589 -2141   228]
 [12350 -1354   453]
 ...
 [ 4708  -596  -693]
 [ 4864  -685  -661]
 [ 5045  -799  -649]]","[[  350  -907  -898]
 [  -98 -1248  -890]
 [ -347 -1790  -771]
 ...
 [  437   297 -1107]
 [  390   300 -1139]
 [  343   284 -1167]]"
1988,6,Wrist,13,9,"[[ 3763  2140  -937]
 [ 3743  2091  -899]
 [ 3719  2020  -858]
 ...
 [ 1286  2277 -3131]
 [ 1288  2279 -3129]
 [ 1290  2280 -3126]]","[[-812  304 1298]
 [-875  278 1286]
 [-928  249 1262]
 ...
 [  28   24   33]
 [  29   23   33]
 [  31   22   34]]"
1989,15,Wrist,106,2,"[[ 3137  1954    20]
 [ 3146  1964    24]
 [ 3161  1975    20]
 ...
 [ 3235  2272 -1675]
 [ 3267  2277 -1646]
 [ 3296  2282 -1619]]","[[ 403  211  -32]
 [ 422  220  -41]
 [ 440  229  -48]
 ...
 [-484 -289 -104]
 [-531 -293  -91]
 [-572 -296  -80]]"
1990,2,Neck,31,2,"[[4002 -902 -745]
 [3965 -866 -720]
 [3935 -828 -687]
 ...
 [3796   -7 1068]
 [3801  -12 1084]
 [3803  -18 1093]]","[[-408 -118 -106]
 [-424 -114 -108]
 [-443 -109 -113]
 ...
 [ -52  112    7]
 [ -50  106    7]
 [ -50  107    9]]"
1991,8,Waist,13,3,"[[ 4461   266   389]
 [ 4457   143   423]
 [ 4409    88   480]
 ...
 [ 3066 -1230  2381]
 [ 3064 -1227  2379]
 [ 3060 -1227  2378]]","[[713 377 -30]
 [670 316 -17]
 [644 267  -5]
 ...
 [ -8   5  16]
 [-10   8  17]
 [-13  12  16]]"
1992,2,Neck,13,10,"[[3895   67  548]
 [3897   64  553]
 [3899   66  554]
 ...
 [3761   69 1023]
 [3756   70 1008]
 [3755   66  994]]","[[-98  62   6]
 [-96  59   8]
 [-99  58   7]
 ...
 [-73  67  12]
 [-65  64   8]
 [-65  73   7]]"
1993,13,Waist,36,1,"[[6935 2964 1441]
 [8128 2964 2193]
 [9025 2703 2219]
 ...
 [ 542 1331  191]
 [ 243 1314  282]
 [ -48 1258  311]]","[[-1577   403  -204]
 [-1055   408  -163]
 [ -594   448   -91]
 ...
 [ 1388 -1467  -505]
 [ 1642 -1365  -511]
 [ 1908 -1238  -492]]"
1994,2,Waist,14,2,"[[ 3099  -205  2575]
 [ 3096  -206  2574]
 [ 3097  -206  2572]
 ...
 [ 3068 -2683  -370]
 [ 3067 -2683  -367]
 [ 3068 -2684  -369]]","[[ -8  27   6]
 [ -7  29   4]
 [ -9  27   5]
 ...
 [-23  33   7]
 [-25  33   8]
 [-29  33   6]]"
1995,11,Neck,17,5,"[[   93   220  3883]
 [   96   211  3875]
 [   96   204  3880]
 ...
 [ -786 -3313  2265]
 [ -791 -3289  2293]
 [ -793 -3268  2309]]","[[-59  87 -28]
 [-65  92 -22]
 [-64  88 -22]
 ...
 [-75  73  38]
 [-74  70  35]
 [-72  63  35]]"
1996,10,Waist,14,1,"[[ 3225 -1865  1668]
 [ 3226 -1863  1671]
 [ 3228 -1860  1674]
 ...
 [ 4366   639  1202]
 [ 4375   697  1207]
 [ 4384   749  1218]]","[[ -13   30    4]
 [ -16   27    3]
 [ -13   27   -3]
 ...
 [-520   52  -13]
 [-530   24   -4]
 [-546   -3    0]]"
1997,13,Neck,125,4,"[[ 2791  5665  -295]
 [ 2817  5568  -401]
 [ 2882  5508  -488]
 ...
 [-3359  2021  1077]
 [-3346  2057  1098]
 [-3352  2092  1117]]","[[290 640  33]
 [304 686  32]
 [337 741  22]
 ...
 [-73 100   9]
 [-82 103   9]
 [-90 103   9]]"
1998,8,Neck,108,2,"[[3379  951  252]
 [3365  945  265]
 [3371  909  277]
 ...
 [4000  442  461]
 [3960  391  441]
 [3918  345  425]]","[[  13   50   29]
 [   9   57   35]
 [   5   61   35]
 ...
 [-341   90  -15]
 [-343  102  -13]
 [-345  105  -14]]"
1999,4,Wrist,3,2,"[[-3578 -2038   509]
 [-3580 -2036   506]
 [-3584 -2035   508]
 ...
 [-3587 -2105   288]
 [-3587 -2104   285]
 [-3583 -2107   286]]","[[34 27 28]
 [30 26 35]
 [27 26 37]
 ...
 [68 30 31]
 [63 28 33]
 [62 26 32]]"
2000,4,Wrist,17,3,"[[  75 4007  632]
 [  74 4002  633]
 [  72 3999  633]
 ...
 [ 170 4422 1531]
 [ 128 4376 1563]
 [ 107 4296 1588]]","[[  14   24   33]
 [  14   21   36]
 [  15   18   34]
 ...
 [1084 -396  502]
 [1162 -397  539]
 [1237 -402  575]]"
2001,14,Wrist,21,5,"[[3128 -830  100]
 [3158 -822  106]
 [3194 -818  117]
 ...
 [3949 -878   91]
 [3941 -876   93]
 [3939 -875   95]]","[[ 224  195 -327]
 [ 184  202 -338]
 [ 150  210 -349]
 ...
 [  17   44   22]
 [  21   39   20]
 [  23   39   22]]"
2002,13,Waist,110,1,"[[4198 -217  842]
 [4277 -204  986]
 [4350 -207 1131]
 ...
 [3788 -661  312]
 [3785 -684  282]
 [3811 -715  248]]","[[ 935  139 -327]
 [ 937  116 -335]
 [ 948   98 -342]
 ...
 [ 569  -54   43]
 [ 565  -43   36]
 [ 562  -52   37]]"
2003,5,Wrist,106,1,"[[3391 1946  411]
 [3411 1935  395]
 [3440 1924  376]
 ...
 [3027 2180 -753]
 [3038 2167 -754]
 [3076 2153 -744]]","[[ 450  886 -179]
 [ 431  905 -219]
 [ 419  921 -263]
 ...
 [  99  565 -830]
 [ 103  541 -784]
 [ 106  522 -734]]"
2004,1,Waist,106,1,"[[4758  -62   33]
 [4797  -11   63]
 [4798   60  103]
 ...
 [3417 -915   29]
 [3385 -868  191]
 [3387 -868  282]]","[[-115 -642  260]
 [-123 -638  246]
 [-105 -634  242]
 ...
 [-169  314   81]
 [-210  312   56]
 [-222  302   52]]"
2005,12,Wrist,26,1,"[[ 3918  -682 -1068]
 [ 3906  -685 -1069]
 [ 3898  -688 -1067]
 ...
 [ 3885  -606  -884]
 [ 3894  -606  -892]
 [ 3900  -607  -897]]","[[ 302 -104  267]
 [ 296 -101  274]
 [ 289  -98  277]
 ...
 [  21   17   37]
 [  22   20   38]
 [  21   18   38]]"
2006,6,Wrist,13,2,"[[ 3918   394  -923]
 [ 3913   398  -920]
 [ 3912   402  -898]
 ...
 [ 1209  2079 -3303]
 [ 1209  2073 -3306]
 [ 1206  2072 -3302]]","[[-121   16   90]
 [-123   26  112]
 [-128   28  132]
 ...
 [  10   26   29]
 [  16   25   30]
 [  13   25   30]]"
2007,3,Waist,121,1,"[[ 3406  -776   326]
 [ 3439  -734   305]
 [ 3482  -644   326]
 ...
 [  302 -2207 -3526]
 [  305 -2208 -3528]
 [  305 -2209 -3525]]","[[-212   19   22]
 [-214   20   22]
 [-201   16   26]
 ...
 [ -10    3   15]
 [ -10    0   17]
 [ -12    0   22]]"
2008,3,Waist,20,4,"[[3829  910 -139]
 [3459  422 -238]
 [3145 -115 -349]
 ...
 [5442  633 2036]
 [5358  468 2086]
 [5240  205 2151]]","[[ 1948 -1044   381]
 [ 1999  -982   501]
 [ 1968  -922   621]
 ...
 [  755   454     8]
 [  967   394   -27]
 [ 1137   319   -69]]"
2009,5,Waist,13,5,"[[ 4602  -252    32]
 [ 4799  -346  -127]
 [ 4996  -441  -270]
 ...
 [ 3419 -1195   423]
 [ 3456 -1205   438]
 [ 3493 -1213   464]]","[[2054  355   88]
 [2131  444   11]
 [2188  519  -59]
 ...
 [-203   67  318]
 [-215   85  323]
 [-230   92  327]]"
2010,10,Wrist,21,4,"[[4971 1330  110]
 [5044 1333  104]
 [5083 1324  101]
 ...
 [3756 -190 -490]
 [3785 -167 -477]
 [3817 -151 -472]]","[[-1060  -406   -81]
 [-1171  -443    17]
 [-1273  -476   128]
 ...
 [  216    84     2]
 [  149    64   -15]
 [   83    46   -29]]"
2011,1,Wrist,128,1,"[[ -305  2442 -3254]
 [ -300  2446 -3252]
 [ -300  2444 -3251]
 ...
 [ 3838  1392  -895]
 [ 3792  1358  -858]
 [ 3740  1328  -822]]","[[  28   20   25]
 [  27   15   24]
 [  31   17   26]
 ...
 [ 488  -39 -934]
 [ 504  -20 -891]
 [ 520   -6 -850]]"
2012,3,Wrist,42,7,"[[  519  3717 -1832]
 [  540  3743 -1827]
 [  547  3756 -1827]
 ...
 [   49  4028 -1250]
 [   15  3875 -1221]
 [    1  3722 -1186]]","[[104 130  42]
 [105 126  43]
 [ 97 117  44]
 ...
 [118  49  46]
 [ 31  16  20]
 [-54 -25 -11]]"
2013,13,Wrist,8,4,"[[ -102 -2796 -3456]
 [  -76 -2867 -3378]
 [  -62 -2955 -3294]
 ...
 [-4057    61  -972]
 [-4052    68  -983]
 [-4047    74  -997]]","[[-689 -984 1374]
 [-693 -984 1377]
 [-675 -979 1375]
 ...
 [  39   19   31]
 [  36   18   30]
 [  30   18   29]]"
2014,5,Wrist,14,3,"[[ 2634 -2932  -911]
 [ 2631 -2929  -911]
 [ 2626 -2929  -911]
 ...
 [ 4272  -826   903]
 [ 4127  -800   906]
 [ 3977  -776   909]]","[[  49   22   34]
 [  46   17   32]
 [  39   16   33]
 ...
 [2434 -265  558]
 [2502 -263  533]
 [2564 -266  503]]"
2015,2,Wrist,128,2,"[[ 2324 -2395 -2355]
 [ 2314 -2391 -2344]
 [ 2295 -2392 -2332]
 ...
 [ 1243 -4308  1026]
 [ 1275 -4346  1075]
 [ 1310 -4384  1137]]","[[ 203  448  346]
 [ 191  450  350]
 [ 182  449  353]
 ...
 [ 190 -199  320]
 [ 202 -186  329]
 [ 211 -180  341]]"
